(1.0000000000000002, 10.431721981585932)
(1.0000000000000007, 71.19280871948233)
(1.0000000000000007, 4.687823375116674)
(0.9999999999999992, 41.76449049291167)
(0.9999999999999989, 40.1136564608471)
(1.0000000000000004, 80.66533267403354)
(0.9999999999999994, 45.427955959897915)
(0.9999999999999999, 349.15128728024746)
(1.0000000000000013, 327.80337245366445)
(0.9999999999999991, 15.543093471746003)
(1.0000000000000016, 34.514199900443714)
(0.9999999999999996, 31.34102161455471)
(0.999999999999999, 21.370526099842472)
(1.0, 350.9669675592818)
(0.9999999999999987, 70.22585797120325)
(1.0, 29.419915594817557)
(0.9999999999999986, 344.3455742752414)
(0.9999999999999998, 20.200087268661488)
(0.9999999999999999, 8.19386601646352)
(1.0000000000000016, 342.40891755797145)
(1.0000000000000004, 296.18584228216537)
(1.000000000000001, 17.323362278111023)
(1.0000000000000004, 49.895815662072245)
(1.0000000000000016, 21.527649158130483)
(0.9999999999999983, 351.8442237294216)
(0.9999999999999982, 354.9617872017077)
(0.9999999999999972, 7.7308425784817345)
(0.9999999999999983, 356.89211265468015)
(1.000000000000001, 296.5074596038966)
(0.9999999999999984, 27.497325829084897)
(1.0000000000000009, 4.361001302647176)
(1.000000000000001, 331.74825490430067)
(0.9999999999999988, 34.539672254871334)
(1.0, 5.601714118386274)
(0.9999999999999977, 355.69825209497463)
(0.9999999999999981, 24.41059792375264)
(0.9999999999999987, 344.75380503655634)
(1.000000000000001, 333.44009278110684)
(0.9999999999999968, 42.02455019275351)
(1.0000000000000002, 315.65444137982695)
(0.999999999999998, 349.9929806862374)
(1.0000000000000007, 59.31112519861294)
(0.9999999999999989, 341.4972799169721)
(1.0000000000000022, 22.122012437687516)
(1.0000000000000002, 339.3782761011953)
(0.9999999999999991, 0.021178861522082464)
(1.0, 339.9515815148061)
(1.0000000000000027, 27.236795205153637)
(1.0000000000000033, 343.8137596559842)
(0.9999999999999987, 0.5621035848204251)
(1.0000000000000004, 346.01010993004184)
(0.9999999999999989, 288.069523689656)
(1.0000000000000007, 337.08127093819564)
(1.0000000000000018, 355.29904613085205)
(0.9999999999999984, 356.587130245056)
(0.9999999999999978, 37.64516129238674)
(0.999999999999999, 24.412318502589606)
(0.9999999999999973, 27.074918577648397)
(1.0000000000000013, 333.40863657116836)
(0.9999999999999994, 22.160312004898703)
(0.9999999999999987, 333.58928952201853)
(1.0000000000000002, 53.73100682485425)
(1.0000000000000004, 48.540381882938185)
(0.9999999999999996, 81.79376409628797)
(1.000000000000007, 26.002160047782507)
(0.9999999999999947, 24.049602652544152)
(1.0000000000000009, 95.90374301190698)
(0.999999999999999, 88.39602086626807)
(1.0000000000000018, 77.04949441369803)
(1.000000000000002, 70.00370813420815)
(0.9999999999999996, 77.67797734127107)
(1.000000000000001, 87.76045494921009)
(0.9999999999999996, 94.01345157128908)
(1.0000000000000013, 69.29596821061129)
(1.0000000000000033, 61.98498455338116)
(0.9999999999999967, 55.34997528083663)
(0.9999999999999998, 73.53350917080053)
(1.0, 69.55752626526886)
(1.0000000000000009, 345.6811066375454)
(1.000000000000001, 32.403708248981815)
(1.0000000000000038, 20.677832961456716)
(0.9999999999999972, 71.73236144387847)
(1.0000000000000007, 90.48395905805357)
(1.0000000000000029, 71.42548986717674)
(0.999999999999998, 99.11824880128765)
(0.9999999999999989, 88.9736282844335)
(1.000000000000002, 122.61425830268547)
(1.0000000000000007, 52.75578820877524)
(1.000000000000001, 43.65706941287723)
(0.9999999999999994, 70.6303958815317)
(0.9999999999999994, 70.6303958815317)
(0.9999999999999937, 44.86046139248205)
(0.9999999999999966, 104.66124354408979)
(1.0, 118.48138507027735)
(0.9999999999999983, 71.3888261565426)
(1.0000000000000009, 87.11524934372193)
(0.9999999999999967, 107.55668630873)
(1.0000000000000013, 62.791133913491564)
(0.9999999999999991, 92.62937199553168)
(0.9999999999999969, 19.760740921117783)
(0.9999999999999982, 85.94255619922532)
(0.9999999999999982, 39.48273819527231)
(0.9999999999999996, 69.33963871824022)
(0.9999999999999996, 69.33963871824022)
(0.9999999999999986, 105.19682781585007)
(1.0000000000000022, 90.7750049945486)
(1.0000000000000049, 39.48781031076436)
(1.000000000000005, 23.686311204754713)
(0.9999999999999961, 352.1081277832966)
(0.999999999999999, 70.64531912488214)
(1.0000000000000009, 63.571707036774704)
(0.9999999999999971, 135.2518450066713)
(0.9999999999999973, 96.66748817892356)
(1.0000000000000027, 69.24408718776742)
(1.0000000000000027, 69.24408718776742)
(1.0000000000000036, 97.9429682146299)
(0.9999999999999962, 77.9130949856423)
(1.000000000000001, 108.17416101509686)
(0.9999999999999971, 107.1293562545413)
(1.0000000000000013, 70.7138648517279)
(0.9999999999999946, 57.208103708692505)
(1.0000000000000018, 65.6588872463883)
(1.0000000000000075, 65.65888724638756)
(1.0000000000000018, 65.6588872463883)
(0.9999999999999988, 55.13282482583016)
(0.9999999999999976, 91.0215965455516)
(0.999999999999999, 65.08191267061781)
(1.000000000000007, 62.54359575171179)
(1.0000000000000024, 47.370071524929614)
(1.0000000000000056, 59.65161472838656)
(1.000000000000001, 66.40542401024794)
(1.0000000000000075, 55.458930670793144)
(1.0000000000000007, 67.77089010790228)
(0.9999999999999949, 349.44343295017586)
(1.0000000000000062, 70.75286032731157)
(0.9999999999999966, 44.484309830316114)
(0.9999999999999946, 72.68111620393341)
(0.9999999999999946, 72.68111620393341)
(0.9999999999999961, 38.8086505703643)
(1.000000000000005, 113.4526617985719)
(1.0000000000000018, 72.10792237722174)
(1.0000000000000018, 72.10792237722174)
(1.0000000000000018, 72.10792237722174)
(1.0000000000000018, 72.10792237722174)
(1.0000000000000018, 72.10792237722174)
(1.0000000000000018, 72.10792237722174)
(1.0000000000000018, 72.10792237722174)
(1.0000000000000018, 72.10792237722174)
(1.0000000000000018, 72.10792237722174)
(0.5660601432557544, 72.10792237722104)
